	GSM857496	GSM857497	GSM857498	GSM857499	GSM857500
ILMN_3265343	330.2839	266.4037	310.6113	393.6835	358.5012
ILMN_3265356	136.6384	145.3819	129.1208	108.6353	117.6671
ILMN_3265365	425.9914	501.4103	361.7824	430.3035	557.0901
ILMN_3265391	108.7074	116.9643	116.0091	137.4193	145.3616
ILMN_3265401	1986.895	2196.045	2425.202	120.1644	121.9785
ILMN_3265423	149.682	119.6743	169.3095	126.4154	132.6514
ILMN_3265434	127.5614	134.4339	122.6424	115.6878	115.4199
ILMN_3265439	121.9062	135.2327	110.951	120.7876	112.9781
ILMN_3265505	122.4352	135.9223	120.7776	130.2885	150.2448
ILMN_3265742	152.4227	128.8696	121.6661	552.2708	427.5098
ILMN_3265761	140.0819	119.6911	122.7543	166.0866	173.386
ILMN_3265783	116.0558	137.8457	126.7192	104.06	116.3498
ILMN_3265797	206.5172	174.9344	159.0816	4089.575	5358.672
ILMN_3265824	146.2885	129.5968	131.3472	114.0373	137.6226
ILMN_3265833	144.5707	123.8359	118.8605	116.2667	130.3146
ILMN_3265879	120.6032	113.4099	119.8279	120.4664	120.0249
ILMN_3265895	6855.936	6687.937	4383.569	284.9621	345.2105
ILMN_3266005	114.6196	119.6794	111.167	123.2016	126.0201
ILMN_3266014	119.3156	128.3766	123.8062	128.7999	137.7856
ILMN_3266027	152.0138	132.4236	113.629	116.1821	112.3485
ILMN_3266054	145.0128	149.5111	139.2567	180.1496	152.3993
ILMN_3266128	127.1485	113.5703	143.3779	26656.72	30245.64
ILMN_3266133	129.4105	130.9982	121.3625	132.9168	114.191
ILMN_3266159	187.7261	179.1544	136.4287	147.0941	125.7181
ILMN_3266186	252.5596	336.2936	449.4536	445.0365	438.017
ILMN_3266197	119.3513	132.1282	111.1186	174.968	162.3891
ILMN_3266265	117.5888	121.164	126.9931	138.8815	119.5215
ILMN_3266294	109.5272	125.1685	113.5677	127.1839	121.185
ILMN_3266304	133.0972	149.4397	136.3826	138.2145	132.6212
ILMN_3266399	127.1747	120.0002	113.1254	111.8281	110.5678
ILMN_3266411	139.4492	116.0343	112.5488	129.2197	134.5719
ILMN_3266471	140.2529	127.3479	135.4136	854.385	677.2219
ILMN_3266482	113.8782	195.8394	155.8582	26216.63	28461.57
ILMN_3266492	9747.779	4553.806	2731.012	126.4696	117.3998
ILMN_3266506	164.015	154.5927	251.3044	119.4712	122.6112
ILMN_3266517	125.0144	118.0811	123.7066	134.1225	133.4256
ILMN_3266606	7429.273	8435.682	2403.928	4405.927	4032.427
ILMN_3266666	131.8056	131.5133	145.3586	1248.367	1649.659
ILMN_3266669	121.2858	120.569	127.9497	124.8367	120.4342
ILMN_3266711	500.7222	503.5012	355.7196	124.2732	115.3552
ILMN_3266725	128.7166	124.2297	179.3434	125.8217	124.4638
ILMN_3266745	128.9615	116.2339	114.5722	117.534	137.6191
ILMN_3266764	117.1786	138.4854	136.3892	128.8606	125.7506
ILMN_3266775	135.5361	133.1719	117.7592	142.6324	114.8414
ILMN_3266783	164.8784	139.4967	152.508	117.3184	124.8986
ILMN_3266787	136.7283	137.5321	186.4116	144.1289	135.99
ILMN_3266802	127.3838	126.6895	117.2376	128.7468	140.1955
ILMN_3266833	135.7484	114.4349	121.5872	119.5215	122.4302
ILMN_3266851	124.1031	116.5644	118.9157	131.4816	169.3293
ILMN_3266894	144.1926	138.2353	150.2373	119.8297	138.1179
ILMN_3266944	133.1267	129.4253	161.3476	1151.523	918.2111
ILMN_3266964	122.1025	118.2688	116.7449	144.4597	132.758
ILMN_3267012	153.6969	152.4279	131.2117	126.8876	156.3989
ILMN_3267017	120.4446	118.0284	118.6011	4265.202	3436.273
ILMN_3267024	188.6018	202.9747	171.4509	117.9043	120.1222
ILMN_3267074	141.5785	130.1255	142.1524	127.5885	131.2858
ILMN_3267076	117.2906	124.37	116.0918	120.2162	126.0714
ILMN_3267085	138.4109	134.5023	133.9927	128.6215	114.2677
ILMN_3267142	115.25	123.7099	130.9847	121.1044	128.1395
ILMN_3267162	112.1324	129.5362	115.5345	139.5491	114.0494
ILMN_3267232	110.983	119.4437	108.5861	148.3798	136.3775
ILMN_3267275	593.5364	491.1267	472.7633	114.6811	120.8335
ILMN_3267286	126.7589	119.1796	115.7819	120.751	116.0757
ILMN_3267304	232.1266	212.9	146.4751	121.8208	120.8558
ILMN_3267309	129.9684	127.9793	121.4618	134.1138	128.0824
ILMN_3267319	131.8234	126.0334	108.2801	113.4833	128.2542
ILMN_3267333	122.2582	148.325	121.0732	116.9699	111.8674
ILMN_3267345	127.6457	115.573	99.59229	115.2715	120.1913
ILMN_3267429	122.4158	126.1263	115.2563	109.4202	116.9117
ILMN_3267438	150.1864	127.023	128.3895	127.1403	132.1732
ILMN_3267451	137.9877	119.2175	132.5415	119.3504	133.7431
ILMN_3267476	107.3466	120.1539	123.6011	136.791	132.0235
ILMN_3267523	121.9938	119.8228	134.4857	137.5014	133.7213
ILMN_3267559	118.2533	113.4127	121.9167	111.5678	116.2142
ILMN_3267568	147.9003	129.4477	153.1051	127.5207	130.7307
ILMN_3267609	137.1399	148.4465	136.5314	213.5114	237.8978
ILMN_3267612	147.3045	166.2945	155.5875	124.0097	129.9856
ILMN_3267631	108.556	126.2688	129.7648	125.2994	116.3519
ILMN_3267638	132.412	129.7659	133.8929	127.0712	123.5529
ILMN_3267665	120.655	125.0034	112.6344	110.8431	114.21
ILMN_3267670	126.8596	121.1506	132.4616	253.496	256.0912
ILMN_3267674	152.8499	152.8594	135.4491	114.5263	120.0022
ILMN_3267739	140.279	126.2868	141.9917	132.2053	122.6571
ILMN_3267748	132.4616	118.6346	117.3745	128.7338	113.3886
ILMN_3267760	123.6818	122.9838	121.3235	5418.882	4600.436
ILMN_3267777	148.0656	127.0551	128.2204	137.2061	124.2247
ILMN_3267800	105.0685	115.4949	116.3321	122.8869	140.0988
ILMN_3267820	115.4788	121.5122	119.5741	112.5023	116.7792
ILMN_3267831	273.9449	175.296	183.8135	123.3086	114.4139
ILMN_3267852	155.6246	157.4423	157.7224	127.5941	132.3857
ILMN_3268023	129.1985	121.9321	139.7643	137.7266	124.9378
ILMN_3268028	116.9197	117.1669	119.5617	411.5363	468.4214
ILMN_3268031	115.6927	115.9713	119.3902	119.3714	124.7063
ILMN_3268048	27910.91	19151.91	17978.38	136.9048	124.7185
ILMN_3268067	12178.52	12087.42	11954.06	131.7178	137.743
ILMN_3268083	145.9093	174.7987	128.2337	639.0086	621.2975
ILMN_3268119	139.563	165.6815	129.4938	127.9814	124.9484
ILMN_3268152	6446.075	5617.651	5999.871	144.9903	130.3344
ILMN_3268165	132.0259	126.0395	125.2909	3704.812	4208.545
ILMN_3268179	115.7984	103.0504	115.0848	111.0294	123.8746
ILMN_3268195	122.1995	134.1366	123.6498	132.2518	147.7009
ILMN_3268199	167.9638	161.3769	152.4279	167.5688	152.6924
ILMN_3268214	123.0934	120.6762	112.5634	113.7374	113.357
ILMN_3268228	134.4224	133.6594	124.1586	161.6796	131.0653
ILMN_3268232	131.7334	132.4133	130.6527	119.0843	115.0774
ILMN_3268238	148.5846	140.8166	126.0946	123.6954	119.839
ILMN_3268246	132.0778	123.0626	132.1662	231.4579	220.9307
ILMN_3268295	129.5925	113.2961	123.0183	114.5445	114.5566
ILMN_3268304	568.5813	480.9698	527.1978	117.2259	111.7589
ILMN_3268329	179.8951	155.1924	145.1937	130.2075	126.5346
ILMN_3268380	130.4214	109.6538	128.7375	106.8432	112.2196
ILMN_3268398	129.8383	129.4566	117.1862	116.8298	111.453
ILMN_3268403	119.3766	146.435	122.5095	288.2286	352.4033
ILMN_3268414	110.8733	118.9761	136.5557	141.5072	115.803
ILMN_3268472	129.1429	116.2738	119.8677	127.2682	119.2041
ILMN_3268475	143.7004	131.7224	148.2456	160.6604	136.0732
ILMN_3268492	186.5318	225.9281	256.2433	113.019	104.1927
ILMN_3268507	112.9922	124.5743	118.2399	114.7074	121.2508
ILMN_3268535	121.3918	182.5865	140.9896	154.6567	151.1666
ILMN_3268547	143.5842	139.7579	134.7579	133.3111	128.1601
ILMN_3268564	1922.656	1965.96	2766.049	3088.326	2497.055
ILMN_3268590	125.6464	120.3987	117.2476	122.3035	135.3636
ILMN_3268675	107.9137	126.8022	128.9061	128.1974	143.204
ILMN_3268697	126.9376	123.6404	121.9418	726.0563	1015.487
ILMN_3268707	121.6579	139.7002	137.6013	112.071	116.817
ILMN_3268717	403.0967	433.0847	685.9898	123.2476	112.9324
ILMN_3268731	130.2308	120.7922	128.9752	122.768	130.9373
ILMN_3268752	117.8798	116.505	133.0828	128.6374	125.8361
ILMN_3268784	116.7716	126.3053	112.6035	131.7107	108.4464
ILMN_3268799	106.75	112.3854	129.0973	111.3943	110.603
ILMN_3268813	2182.803	1907.718	1825.869	131.0879	129.1537
ILMN_3268832	128.0978	123.5644	133.365	121.7446	127.4805
ILMN_3268840	124.3336	111.9407	112.8791	121.2198	157.7224
ILMN_3268880	854.1152	822.7012	666.1651	674.0937	609.0767
ILMN_3268883	228.3354	253.496	141.0862	111.4035	127.6932
ILMN_3268911	124.9345	126.0897	127.2304	116.47	132.8061
ILMN_3268914	123.1873	124.3354	162.9325	4540.284	6046.301
ILMN_3268919	149.5758	155.4243	203.0308	114.3789	112.5381
ILMN_3268924	133.0721	138.6572	125.9891	141.4703	134.9864
ILMN_3268932	126.4938	121.9767	122.1199	124.4288	125.9708
ILMN_3268938	133.4763	118.4768	180.4817	123.0314	111.167
ILMN_3268954	120.5104	120.4025	119.9647	113.0665	121.307
ILMN_3268962	124.4795	121.8482	123.8841	112.5381	118.8364
ILMN_3268993	25002.53	26431.74	28604.99	122.4511	129.7834
ILMN_3269005	736.4537	734.7473	897.847	116.2014	117.1158
ILMN_3269006	106.222	111.9745	113.8986	113.041	120.5897
ILMN_3269021	123.9472	125.7799	119.0823	133.6476	157.588
ILMN_3269052	109.5851	139.2087	119.1776	121.819	122.1718
ILMN_3269076	120.6959	105.5855	126.8775	133.2552	127.8363
ILMN_3269108	127.3274	120.0494	132.3273	120.1028	111.6156
ILMN_3269112	114.3585	111.8608	132.4162	111.5169	121.627
ILMN_3269119	337.2525	306.6437	385.6273	130.3792	126.0946
ILMN_3269123	145.3928	151.3512	138.7507	118.0379	136.8127
ILMN_3269131	134.9149	153.4675	123.8719	105.1444	121.3488
ILMN_3269141	143.0442	161.7313	142.3628	123.1156	124.1423
ILMN_3269154	121.1274	130.5023	116.7581	165.8203	133.0948
ILMN_3269191	636.4183	464.3681	283.7886	144.0589	142.7441
ILMN_3269225	115.0774	119.2728	115.5551	117.8614	129.9006
ILMN_3269245	118.1128	120.289	129.9276	116.4234	118.8384
ILMN_3269291	135.6042	128.5204	122.6407	108.1647	129.2514
ILMN_3269310	1696.259	1528.55	851.7812	127.3236	143.0043
ILMN_3269324	140.6153	117.9291	139.1998	150.2532	192.6498
ILMN_3269331	205.0993	215.0378	168.1654	106.8023	141.4727
ILMN_3269339	117.8222	130.2897	117.5494	118.7354	127.3025
ILMN_3269342	116.8455	126.4558	121.7896	127.756	115.8016
ILMN_3269351	150.6075	141.1337	117.7343	124.2418	134.5148
ILMN_3269369	115.9608	127.8715	115.9028	121.6261	116.3366
ILMN_3269373	126.06	121.8119	124.369	157.8637	121.3024
ILMN_3269377	1488.44	1082.431	731.7489	120.1952	109.3186
ILMN_3269395	162.6633	146.1664	138.2851	132.2691	125.1488
ILMN_3269402	166.4409	126.173	135.5425	117.7488	124.4279
ILMN_3269405	1402.801	981.5676	861.3455	5496.293	7663.076
ILMN_3269460	28885.86	26804.85	29919.55	113.0924	124.0698
ILMN_3269484	137.461	124.6941	137.8457	209.7345	173.3756
ILMN_3269520	117.8925	116.0354	124.6664	110.8021	114.2247
ILMN_3269537	5269.288	5821.672	2139.741	5663.059	6625.078
ILMN_3269572	126.2592	123.3877	122.8811	118.4666	118.9137
ILMN_3269652	133.6412	123.7979	119.3	151.4767	125.6287
ILMN_3269655	523.5814	528.034	609.3751	643.7684	646.2005
ILMN_3269719	215.4504	323.8887	327.057	317.5482	247.233
ILMN_3269775	906.5083	746.0146	576.5202	771.3116	725.3386
ILMN_3269797	126.6772	110.4864	126.4975	110.0173	109.2582
ILMN_3269812	227.7388	178.9768	245.75	133.4808	112.064
ILMN_3269835	112.8791	122.123	117.0398	108.926	136.4005
ILMN_3269849	132.855	188.9848	133.5036	125.3507	132.4324
ILMN_3269852	2248.946	1728.528	1610.979	144.5707	130.3026
ILMN_3269904	121.2158	127.5931	112.5253	125.059	118.8232
ILMN_3269944	120.9988	108.0074	120.3883	120.6127	114.9011
ILMN_3269951	125.6578	114.9935	119.0955	119.3786	117.1282
ILMN_3269956	112.9429	124.7858	149.4941	126.5489	122.5616
ILMN_3269995	125.804	112.5605	113.7359	126.6996	114.3913
ILMN_3270021	123.3722	127.1908	109.2582	117.0378	117.1563
ILMN_3270043	125.6795	113.9409	117.0538	113.935	115.7804
ILMN_3270248	134.1168	127.2814	127.1878	117.7762	118.4829
ILMN_3270310	129.7912	116.4832	131.0704	112.4675	117.5656
ILMN_3270315	132.4843	138.543	122.297	114.5113	130.6461
ILMN_3270368	119.1872	119.4967	118.4419	169.1486	175.7079
ILMN_3270378	137.8494	143.7766	133.8724	127.3457	117.8885
ILMN_3270411	686.1618	1300.377	1125.421	227.5453	255.4623
ILMN_3270429	134.2738	123.8367	126.5783	139.5551	132.7752
ILMN_3270430	116.3142	134.064	135.6264	148.6833	142.2815
ILMN_3270442	118.0548	135.2619	117.1282	115.1316	117.9989
ILMN_3270462	134.5661	130.4716	158.4363	124.5913	115.6914
ILMN_3270473	117.2915	132.9168	148.6287	200.1138	162.9396
ILMN_3270479	117.7407	142.8042	118.3324	140.8049	132.6765
ILMN_3270493	120.805	111.6311	129.607	119.7527	131.2787
ILMN_3270511	112.9781	118.7255	127.7495	122.7307	115.0952
ILMN_3270528	337.6985	211.2218	221.1382	136.4717	126.1402
ILMN_3270542	116.2249	127.9015	113.7797	168.5293	137.2798
ILMN_3270559	164.7085	157.3893	133.0088	118.352	110.9656
ILMN_3270588	116.3424	114.2775	136.3016	123.1029	164.8688
ILMN_3270597	146.2577	138.8815	144.4264	114.6397	123.9158
ILMN_3270626	116.3598	123.2842	114.5875	143.9014	123.4885
ILMN_3270629	321.3391	259.4771	206.1824	119.8014	125.5504
ILMN_3270637	98.59194	119.5049	115.7205	127.6699	113.8551
ILMN_3270641	846.6738	729.7327	367.2321	551.6536	733.2941
ILMN_3270661	1200.901	845.1749	674.6058	123.4063	130.8628
ILMN_3270676	120.0396	129.422	125.8859	114.3169	137.4028
ILMN_3270683	110.3561	118.4543	131.3069	118.5008	125.7241
ILMN_3270706	139.8463	142.3739	141.3579	128.3492	112.5576
ILMN_3270756	112.8283	118.539	115.5036	113.9696	115.5371
ILMN_3270760	119.5691	132.0213	127.4919	125.4099	128.6868
ILMN_3270804	119.3911	115.2189	116.8617	138.3498	122.2248
ILMN_3270813	141.8767	133.0088	140.0757	152.4929	152.8689
ILMN_3270823	7291.918	9728.729	7868.657	125.1985	115.3059
ILMN_3270833	122.8709	125.3641	125.3267	125.2759	117.5711
ILMN_3270834	403.3053	383.0316	298.1909	120.4294	114.125
ILMN_3270846	134.082	115.8201	130.4574	140.9819	132.6323
ILMN_3270853	121.3421	121.4266	121.8578	164.4251	140.7419
ILMN_3270859	459.8672	584.0214	463.4109	135.0274	107.9107
ILMN_3270866	125.9002	124.1121	113.6893	151.8933	166.0483
ILMN_3270896	112.1272	115.5485	115.0157	122.8165	116.085
ILMN_3270922	146.1114	123.0361	117.5859	116.1843	120.6985
ILMN_3270972	174.0839	146.2502	130.2942	141.9593	180.0015
ILMN_3270993	118.6554	138.842	121.6904	111.9893	117.7913
ILMN_3271000	119.0005	127.3668	136.3373	123.6434	131.5073
ILMN_3271065	119.7988	116.6687	139.6021	113.0623	113.7602
ILMN_3271081	122.2038	125.9698	143.5163	259.2782	166.4142
ILMN_3271092	116.4422	111.7648	108.4791	323.5228	305.9004
ILMN_3271098	142.2318	112.8862	131.9689	146.282	142.0226
ILMN_3271122	111.3282	119.0153	127.5324	2503.547	1928.362
ILMN_3271128	158.7427	132.7298	127.5676	120.0602	123.866
ILMN_3271138	103.3025	107.8308	122.017	167.4299	167.4819
ILMN_3271179	119.3057	120.8262	119.0998	257.9065	210.3164
ILMN_3271204	126.98	130.3434	120.4882	117.3573	120.0317
ILMN_3271218	138.8795	120.0736	131.6076	182.636	195.2815
ILMN_3271244	115.2525	119.1541	123.1493	596.7986	457.5679
ILMN_3271300	125.9408	109.8841	134.2368	120.8126	120.3783
ILMN_3271312	125.8445	124.3325	123.9621	117.5758	116.8988
ILMN_3271398	125.2752	121.2554	117.2074	124.6597	132.2446
ILMN_3271412	125.7847	122.1967	127.2085	177.035	170.0995
ILMN_3271555	104.375	113.2753	117.9733	126.197	195.6785
ILMN_3271581	3103.598	2456.025	2264.229	115.5307	134.0501
ILMN_3271587	123.4466	129.4402	125.1295	214.881	210.5194
ILMN_3271625	140.5314	116.4136	119.7704	127.6562	127.6633
ILMN_3271630	340.8105	355.9278	412.2641	352.4651	278.9933
ILMN_3271706	577.4255	464.0482	474.7859	119.7988	122.9212
ILMN_3271711	126.5581	135.3447	123.6038	113.1146	115.8825
ILMN_3271724	127.5433	117.4517	117.656	121.627	122.4967
ILMN_3271785	146.1572	173.7464	130.2778	115.9961	122.9367
ILMN_3271831	157.0332	154.1018	278.5838	125.7092	128.7679
ILMN_3271849	126.293	129.2448	119.5497	113.6176	125.1529
ILMN_3271858	125.7676	132.9273	131.4159	119.2299	128.6955
ILMN_3271872	132.4399	130.6912	124.8605	119.0781	125.929
ILMN_3271942	120.5333	112.8038	115.1056	120.5476	126.7396
ILMN_3271952	130.3908	114.9052	128.4231	109.1433	110.7636
ILMN_3272074	202.3364	176.4546	138.3628	201.7536	217.2217
ILMN_3272081	111.3076	118.0335	116.4377	119.5634	127.6913
ILMN_3272096	118.1509	126.9406	122.123	126.0609	135.7877
ILMN_3272101	120.2772	120.1346	130.6641	112.8663	114.7497
ILMN_3272109	127.0802	120.7276	129.3804	127.9203	137.801
ILMN_3272129	112.5557	108.9697	126.0513	221.0016	161.7825
ILMN_3272227	418.4232	520.7399	597.9467	132.0778	116.5232
ILMN_3272237	120.4147	127.9346	130.8582	126.1942	128.3276
ILMN_3272243	123.5379	120.4992	121.6209	124.7726	124.3909
ILMN_3272267	129.9143	131.5402	114.68	134.3335	147.9666
ILMN_3272299	130.2165	128.8399	135.6958	120.1789	132.2027
ILMN_3272307	139.3278	114.0086	124.856	119.1244	116.2795
ILMN_3272347	118.0539	138.6223	144.3544	138.1577	126.6283
ILMN_3272356	106.4981	124.0097	114.9609	130.5002	118.2492
ILMN_3272374	118.8159	118.5584	118.3294	133.3124	117.5075
ILMN_3272378	8200.704	9649.004	7896.375	7727.486	7172.856
ILMN_3272424	128.4166	121.0355	108.0015	231.9148	230.2974
ILMN_3272434	150.3842	125.4461	110.2544	108.746	117.9097
ILMN_3272436	119.4125	136.1217	133.5793	119.3176	110.2084
ILMN_3272441	115.7922	116.5893	111.1898	114.1476	114.9882
ILMN_3272465	131.1586	114.0343	121.406	123.2183	136.3638
ILMN_3272476	146.0791	152.1421	140.1532	273.9449	248.9462
ILMN_3272500	140.4935	138.387	142.0021	1145.737	1085.281
ILMN_3272518	112.0885	114.093	114.9136	160.4981	214.9325
ILMN_3272522	105.5799	119.7838	122.614	118.3496	131.6488
ILMN_3272545	109.4826	129.6967	112.9117	129.6034	130.266
ILMN_3272546	129.5011	113.6799	115.7067	124.6403	117.3333
ILMN_3272576	114.139	124.5825	117.0475	112.2064	113.4888
ILMN_3272590	122.9432	115.0753	107.089	165.0887	161.0646
ILMN_3272595	113.0132	124.0721	117.3922	121.2704	113.6998
ILMN_3272603	5536.108	4851.672	2815.229	3633.727	3850.126
ILMN_3272613	124.3162	118.1509	109.1887	116.3275	136.7897
ILMN_3272658	280.1001	250.7705	230.8232	125.9727	109.5386
ILMN_3272681	126.0687	107.2704	121.6542	115.117	116.7397
ILMN_3272689	126.6224	116.6052	113.7969	139.9591	142.5677
ILMN_3272702	125.0775	119.629	112.5239	123.9093	123.516
ILMN_3272714	127.9966	123.8392	141.1195	117.029	119.9892
ILMN_3272723	134.3437	135.3819	132.3857	129.4031	113.4271
ILMN_3272733	298.7719	353.4922	350.9247	130.3094	125.2358
ILMN_3272741	144.5048	147.5606	137.1946	131.6282	118.8676
ILMN_3272764	119.4117	131.4946	116.8477	109.5945	129.001
ILMN_3272768	1209.196	911.2465	1257.226	392.5759	358.4569
ILMN_3272826	125.4478	148.9578	150.669	134.5557	143.668
ILMN_3272838	2258.734	1758.077	1215.068	125.3792	118.6597
ILMN_3272912	150.612	180.3458	143.2341	122.32	112.9576
ILMN_3272977	131.9628	114.5938	111.2028	118.2555	125.3622
ILMN_3272996	118.4222	118.4676	123.2045	25404.19	17847.25
ILMN_3273017	117.9577	121.145	116.8017	115.4313	125.1779
ILMN_3273047	225.4678	196.0212	145.5252	193.4379	196.8633
ILMN_3273065	139.4278	133.9474	141.9644	140.3416	160.1915
ILMN_3273069	105.7245	128.276	114.1366	114.4468	117.2718
ILMN_3273078	127.7612	122.5058	121.7748	121.4166	108.4352
ILMN_3273144	111.8006	118.6597	108.4872	120.266	142.9848
ILMN_3273154	116.8006	114.8275	133.4937	183.6392	156.7558
ILMN_3273185	130.0076	124.4834	124.7581	142.1647	122.4379
ILMN_3273198	128.6577	126.9288	113.632	124.0977	130.4456
ILMN_3273206	124.2268	132.9875	130.4597	126.5156	125.4079
ILMN_3273209	118.3304	115.637	105.0356	116.0125	117.7229
ILMN_3273214	145.2532	131.7779	132.8563	140.4975	122.3474
ILMN_3273222	137.6773	108.6591	117.5265	136.0419	156.0792
ILMN_3273229	116.0034	117.5701	121.307	131.5817	140.3642
ILMN_3273238	179.4641	179.8721	223.5601	129.3224	122.475
ILMN_3273247	5257.349	4450.926	3759.155	110.8659	114.68
ILMN_3273252	136.6075	122.9367	111.3062	127.9284	121.8598
ILMN_3273257	113.7602	128.558	129.231	122.8463	130.735
ILMN_3273268	205.1366	268.2981	252.3993	251.7649	219.8117
ILMN_3273286	131.7236	125.0816	127.7708	126.2003	137.714
ILMN_3273317	169.9807	192.9643	164.7007	129.0594	134.487
ILMN_3273340	118.2326	121.7329	132.4873	171.2271	149.8118
ILMN_3273363	134.4612	141.0882	134.3962	114.8983	115.9252
ILMN_3273365	112.5605	124.4003	113.5608	113.0495	120.3201
ILMN_3273383	125.1807	135.9532	124.3086	133.3324	127.9422
ILMN_3273399	122.4427	169.6824	135.9825	113.9776	119.8744
ILMN_3273431	127.3598	128.439	120.4196	122.9076	148.4465
ILMN_3273456	167.5031	161.5445	144.2521	160.8121	203.013
ILMN_3273491	114.5421	134.4715	138.3714	178.0425	180.3458
ILMN_3273493	112.1423	119.8562	123.2118	635.8433	730.0831
ILMN_3273499	136.2563	124.8818	118.2617	132.5983	108.2214
ILMN_3273620	133.6578	141.7887	131.4889	132.4713	144.7479
ILMN_3273641	128.8507	156.4467	136.3293	131.1893	134.8407
ILMN_3273706	114.669	117.3302	117.8979	279.4442	250.5682
ILMN_3273768	2838.725	1905.083	2062.952	121.1432	113.8278
ILMN_3273788	137.9179	154.9406	167.3355	121.7878	129.8611
ILMN_3273829	134.167	110.0508	130.4507	103.5121	109.9758
ILMN_3273854	178.7056	135.762	125.1902	285.4372	362.6321
ILMN_3273885	727.7421	742.7313	375.4443	251.3044	382.3709
ILMN_3273890	154.2835	124.8745	130.792	132.4056	143.7525
ILMN_3273898	156.49	136.5401	140.4104	130.9348	115.5626
ILMN_3273909	106.8394	114.9217	121.3394	106.0437	113.0665
ILMN_3273946	155.274	161.4915	227.4256	205.2455	188.4676
ILMN_3273990	124.8058	114.3365	114.7824	143.6473	131.0682
ILMN_3273996	121.4703	109.7867	121.7583	158.1381	137.0613
ILMN_3274006	117.4356	118.6647	120.4761	122.4943	126.0792
ILMN_3274014	117.6007	132.5798	132.7916	119.237	161.5445
ILMN_3274024	140.3369	119.4829	124.3541	115.2452	113.2643
ILMN_3274036	141.4365	130.2075	136.7205	136.6582	130.3094
ILMN_3274045	110.6515	119.6893	117.1926	166.2646	162.5737
ILMN_3274119	130.3059	126.1622	118.5523	122.0336	137.1337
ILMN_3274143	120.7091	115.2893	120.6225	123.0909	118.2902
ILMN_3274187	124.5401	131.785	138.5307	115.4999	113.7855
ILMN_3274206	115.7471	119.2488	120.2207	115.637	126.7781
ILMN_3274226	106.7528	123.2961	126.491	125.7102	121.3378
ILMN_3274246	122.615	119.2421	120.1403	114.0331	116.3356
ILMN_3274247	126.7004	118.6498	128.4948	114.9609	113.221
ILMN_3274271	118.4046	169.7053	133.7174	136.8219	119.1148
ILMN_3274299	118.5159	124.2893	116.6597	124.3003	116.363
ILMN_3274324	136.9712	135.4231	207.9383	107.4991	115.1555
ILMN_3274339	139.9339	120.1028	123.834	117.6652	118.0726
ILMN_3274344	129.1279	120.1846	133.8504	128.7941	130.1539
ILMN_3274351	106.1197	127.9866	126.3547	183.189	189.6371
ILMN_3274364	125.1836	132.0444	118.0422	136.3242	126.9058
ILMN_3274380	117.2109	117.4306	125.7298	120.4565	137.3911
ILMN_3274405	148.0584	150.0163	145.3682	121.8403	119.3617
ILMN_3274435	117.2729	106.6735	127.1828	119.0678	115.4604
ILMN_3274443	124.7905	112.91	119.1796	112.6051	112.8038
ILMN_3274465	132.7606	131.6812	141.8008	136.2143	137.0184
ILMN_3274470	138.6928	138.0488	127.4436	13455.09	12363.32
ILMN_3274528	120.0061	119.0965	126.3638	124.7053	121.3674
ILMN_3274532	111.5855	126.7425	120.2218	116.0648	119.6863
ILMN_3274543	122.4838	119.9853	157.6574	118.9403	119.632
ILMN_3274563	120.4267	117.2295	113.8708	134.328	115.5562
ILMN_3274572	139.6823	123.3086	131.0893	111.6292	128.2579
ILMN_3274578	124.6886	139.1937	157.9756	187.1871	182.694
ILMN_3274586	116.1118	112.9515	120.6942	133.0347	122.5143
ILMN_3274596	149.1121	158.9474	166.7257	1059.654	1180.323
ILMN_3274601	124.1924	123.3804	129.8165	17922.66	22353.64
ILMN_3274646	898.6381	568.2555	917.4883	120.3614	116.5981
ILMN_3274666	1034.143	923.2462	751.4951	751.3112	664.6245
ILMN_3274671	119.292	123.0665	120.0955	276.3008	286.2279
ILMN_3274677	167.1735	139.4216	115.9972	117.4644	128.5571
ILMN_3274711	115.1485	120.6099	125.7546	122.6907	132.8312
ILMN_3274775	123.431	120.9438	149.5599	120.3439	122.1858
ILMN_3274790	124.5948	127.6891	145.7507	304.953	284.0188
ILMN_3274814	124.2344	116.4652	114.3448	129.9231	123.1248
ILMN_3274882	120.5434	118.1666	123.9779	116.4468	114.3715
ILMN_3274904	789.8885	648.628	998.4045	21147.36	28929.31
ILMN_3274914	124.3284	169.8292	136.626	1023.453	1090.87
ILMN_3274929	128.733	134.7101	142.1447	127.7248	112.2323
ILMN_3274944	125.5113	111.525	112.9132	123.6727	126.3612
ILMN_3274973	124.5371	126.7204	129.7238	133.106	124.5009
ILMN_3275012	133.9311	126.8991	151.9823	131.341	112.3226
ILMN_3275021	165.3941	152.8231	210.2499	119.6715	121.1411
ILMN_3275026	113.9197	116.2142	109.4924	134.6089	128.6918
ILMN_3275033	115.987	126.8664	133.2439	110.1228	117.7375
ILMN_3275056	130.5541	137.3012	131.4133	123.1941	120.929
ILMN_3275071	145.6703	128.1157	140.0072	124.711	113.4099
ILMN_3275106	130.2287	139.5076	130.9581	2202.874	1799.932
ILMN_3275129	118.1878	111.9909	128.8886	115.08	119.7753
ILMN_3275137	103.7282	111.1402	112.0488	111.5153	111.6703
